question,document
Are the lessons already unlocked so I can study at my own pace?,68af9cffed
"If I finish Module 1 early, is it okay to continue into the later modules immediately?",68af9cffed
"Do I have to follow a fixed schedule, or can I move through the course faster on my own?",68af9cffed
Is there any reason I would need to hold off before starting the next modules after Module 1?,68af9cffed
"Do I really need to use Python 3.11 for this course, or can I use another version too?",5705d1ff6e
Which Python release should I install if I want the smoothest experience with the course materials?,5705d1ff6e
Will Python 3.12 or 3.13 cause any problems with the assignments and notebooks?,5705d1ff6e
How can I quickly check whether my current Python version is still supported and safe to use?,5705d1ff6e
Is there a minimum Python version required for the libraries used in the course?,5705d1ff6e
"Why am I getting `LinAlgError: Singular matrix` when I try to invert `X.T @ X` in homework 1, and what shape should that matrix have?",894584db1c
Could I be multiplying the matrices in the wrong order if my linear regression code fails with a singular matrix error?,894584db1c
"For the Asia/origin filtering exercise, what is the correct order: filter the rows first or pick the columns first before turning it into a NumPy array?",894584db1c
"What does it mean if I used `X @ X.T` instead of `X.T @ X`, and why would that cause problems?",894584db1c
How do I make sure I’m building the right matrix before calling `np.linalg.inv` in the first module homework?,894584db1c
Why doesn’t the matrix product come out exactly as the identity after I invert XTX in Week 1 homework question 7?,b7e73fcee7
I multiplied my inverse by the original matrix and got tiny values like 1e-16 instead of perfect zeros — is my code wrong or is this normal?,b7e73fcee7
"When I check inverse times original matrix, why do I see small floating-point errors instead of an exact identity matrix?",b7e73fcee7
"In the first module homework, does a nearly identity result mean the inverse is incorrect, or is this just precision loss from floating point arithmetic?",b7e73fcee7
How can an inverse matrix look right mathematically but still fail to give exact 0s and 1s when I multiply it back by the original matrix?,b7e73fcee7
How can I prevent shape mismatch errors when multiplying arrays in the homework?,b72a4be56d
What should I use for matrix multiplication so I don’t get value errors with different array dimensions?,b72a4be56d
Why does the order of two matrices matter when I multiply them in NumPy?,b72a4be56d
How do I know if two matrices can be multiplied without a dimension mismatch?,b72a4be56d
"If my homework code gives a shape error, what is the rule for matching matrix dimensions?",b72a4be56d
How do I fill missing values in a dataframe column with that column’s mean instead of dropping the rows?,4115da8cbc
What’s the easiest way to replace NaN entries using the average of the same column?,4115da8cbc
"In pandas, how can I compute a column average and then use it to impute missing values?",4115da8cbc
"If I have nulls in a feature column, how can I keep the rows and substitute the missing cells with the mean value?",4115da8cbc
What is the standard approach for handling NaN values when I want to preserve the rest of the row’s data?,4115da8cbc
Why does pandas mode() give me a Series even when there is only one most frequent value?,22e80c8b22
How can I get a single value from the result of mode() instead of a Series?,22e80c8b22
"Is it normal that mode() returns multiple values, and what happens if there is just one mode?",22e80c8b22
"In pandas, what is the best way to extract the only mode from a column?",22e80c8b22
Why doesn’t pandas mode() return a scalar when the data has a unique mode?,22e80c8b22
"How do I solve the linear regression homework when the matrix isn’t directly invertible, and what steps should I compute first?",061c36bce4
"In question 7, what’s the proper matrix formula for finding the regression weights from X and y?",061c36bce4
Why do we calculate X transpose times X before solving for w in ordinary least squares?,061c36bce4
"Is the solution to the linear regression equation just X inverse times y, or do I need the normal equation instead?",061c36bce4
"What exact calculations are expected in the module 1 linear regression problem: X^T X, its inverse, and the final weight vector?",061c36bce4
Why does my final matrix multiplication not end up with 5 columns in homework question 7?,6a9d87d7d1
"In module 1 homework Q7, could swapping the order of the multiplication steps cause the result shape to be wrong?",6a9d87d7d1
I’m getting the wrong dimensions for XTX in the regression homework — am I multiplying the matrices in the wrong order?,6a9d87d7d1
How should the matrix multiplication be set up for XTX in this assignment so the output has the expected number of columns?,6a9d87d7d1
"For homework 7, what is the correct way to compute XTX if my result is coming out with the wrong shape?",6a9d87d7d1
"In NumPy, why does `*` give me element-wise results instead of matrix multiplication?",3ef50b0d88
What should I use for multiplying two matrices or a matrix and a vector in NumPy?,3ef50b0d88
"Is `@` the correct operator for matrix multiplication in NumPy, or should I call `np.matmul()`?",3ef50b0d88
"When I multiply an array by another array, is that the Hadamard product in NumPy?",3ef50b0d88
"For multiplying by a scalar, is it better to use `*` or `numpy.multiply()`?",3ef50b0d88
